source,destination,time,students
"Syrian Arab Republic","Dominican Republic",2018,..
"Syrian Arab Republic","Dominican Republic",2019,..
"Syrian Arab Republic","Dominican Republic",2020,1
"Syrian Arab Republic","Dominican Republic",2021,1
"Syrian Arab Republic","Ecuador",2017,..
"Syrian Arab Republic","Ecuador",2018,..
"Syrian Arab Republic","Ecuador",2019,..
"Syrian Arab Republic","Ecuador",2020,..
"Syrian Arab Republic","Ecuador",2021,..
"Syrian Arab Republic","Egypt",2017,..
"Syrian Arab Republic","Egypt",2018,..
"Syrian Arab Republic","Egypt",2019,..
"Syrian Arab Republic","Egypt",2020,296
"Syrian Arab Republic","Egypt",2021,..
"Syrian Arab Republic","El Salvador",2017,..
"Syrian Arab Republic","El Salvador",2018,..
"Syrian Arab Republic","El Salvador",2019,..
"Syrian Arab Republic","El Salvador",2020,..
"Syrian Arab Republic","El Salvador",2021,..
"Syrian Arab Republic","Equatorial Guinea",2017,..
"Syrian Arab Republic","Equatorial Guinea",2018,..
"Syrian Arab Republic","Equatorial Guinea",2019,..
"Syrian Arab Republic","Equatorial Guinea",2020,..
"Syrian Arab Republic","Equatorial Guinea",2021,..
"Syrian Arab Republic","Eritrea",2017,..
"Syrian Arab Republic","Eritrea",2018,..
"Syrian Arab Republic","Eritrea",2019,..
"Syrian Arab Republic","Eritrea",2020,..
"Syrian Arab Republic","Eritrea",2021,..
"Syrian Arab Republic","Estonia",2017,2
"Syrian Arab Republic","Estonia",2018,2
"Syrian Arab Republic","Estonia",2019,..
"Syrian Arab Republic","Estonia",2020,1
"Syrian Arab Republic","Estonia",2021,1
"Syrian Arab Republic","Eswatini",2017,..
"Syrian Arab Republic","Eswatini",2018,..
"Syrian Arab Republic","Eswatini",2019,..
"Syrian Arab Republic","Eswatini",2020,..
"Syrian Arab Republic","Eswatini",2021,..
"Syrian Arab Republic","Ethiopia",2017,..
"Syrian Arab Republic","Ethiopia",2018,..
"Syrian Arab Republic","Ethiopia",2019,..
"Syrian Arab Republic","Ethiopia",2020,..
"Syrian Arab Republic","Ethiopia",2021,..
"Syrian Arab Republic","Faeroe Islands",2017,..
"Syrian Arab Republic","Faeroe Islands",2018,..
"Syrian Arab Republic","Faeroe Islands",2019,..
"Syrian Arab Republic","Faeroe Islands",2020,..
"Syrian Arab Republic","Faeroe Islands",2021,..
"Syrian Arab Republic","Falkland Islands (Malvinas)",2017,..
"Syrian Arab Republic","Falkland Islands (Malvinas)",2018,..
"Syrian Arab Republic","Falkland Islands (Malvinas)",2019,..
"Syrian Arab Republic","Falkland Islands (Malvinas)",2020,..
"Syrian Arab Republic","Falkland Islands (Malvinas)",2021,..
"Syrian Arab Republic","Fiji",2017,..
"Syrian Arab Republic","Fiji",2018,..
"Syrian Arab Republic","Fiji",2019,..
"Syrian Arab Republic","Fiji",2020,..
"Syrian Arab Republic","Fiji",2021,..
"Syrian Arab Republic","Finland",2017,25
"Syrian Arab Republic","Finland",2018,38
"Syrian Arab Republic","Finland",2019,50
"Syrian Arab Republic","Finland",2020,35
"Syrian Arab Republic","Finland",2021,59
"Syrian Arab Republic","France",2017,1622
"Syrian Arab Republic","France",2018,1767
"Syrian Arab Republic","France",2019,1760
"Syrian Arab Republic","France",2020,1697
"Syrian Arab Republic","France",2021,1476
"Syrian Arab Republic","French Guiana",2017,..
"Syrian Arab Republic","French Guiana",2018,..
"Syrian Arab Republic","French Guiana",2019,..
"Syrian Arab Republic","French Guiana",2020,..
"Syrian Arab Republic","French Guiana",2021,..
"Syrian Arab Republic","French Polynesia",2017,..
"Syrian Arab Republic","French Polynesia",2018,..
"Syrian Arab Republic","French Polynesia",2019,..
"Syrian Arab Republic","French Polynesia",2020,..
"Syrian Arab Republic","French Polynesia",2021,..
"Syrian Arab Republic","Gabon",2017,..
"Syrian Arab Republic","Gabon",2018,..
"Syrian Arab Republic","Gabon",2019,..
"Syrian Arab Republic","Gabon",2020,..
"Syrian Arab Republic","Gabon",2021,..
"Syrian Arab Republic","Gambia",2017,..
"Syrian Arab Republic","Gambia",2018,..
"Syrian Arab Republic","Gambia",2019,..
"Syrian Arab Republic","Gambia",2020,..
"Syrian Arab Republic","Gambia",2021,..
"Syrian Arab Republic","Georgia",2017,56
"Syrian Arab Republic","Georgia",2018,174
"Syrian Arab Republic","Georgia",2019,122
"Syrian Arab Republic","Georgia",2020,138
"Syrian Arab Republic","Georgia",2021,140
"Syrian Arab Republic","Germany",2017,4379
"Syrian Arab Republic","Germany",2018,8122
"Syrian Arab Republic","Germany",2019,12442
"Syrian Arab Republic","Germany",2020,15769
"Syrian Arab Republic","Germany",2021,16653
"Syrian Arab Republic","Ghana",2017,..
"Syrian Arab Republic","Ghana",2018,..
"Syrian Arab Republic","Ghana",2019,..
"Syrian Arab Republic","Ghana",2020,..
"Syrian Arab Republic","Ghana",2021,..
"Syrian Arab Republic","Gibraltar",2017,..
"Syrian Arab Republic","Gibraltar",2018,..
"Syrian Arab Republic","Gibraltar",2019,..
"Syrian Arab Republic","Gibraltar",2020,..
"Syrian Arab Republic","Gibraltar",2021,..
"Syrian Arab Republic","Greece",2017,214
"Syrian Arab Republic","Greece",2018,221
"Syrian Arab Republic","Greece",2019,192
"Syrian Arab Republic","Greece",2020,167
"Syrian Arab Republic","Greece",2021,185
"Syrian Arab Republic","Greenland",2017,..
"Syrian Arab Republic","Greenland",2018,..
"Syrian Arab Republic","Greenland",2019,..
"Syrian Arab Republic","Greenland",2020,..
"Syrian Arab Republic","Greenland",2021,..
"Syrian Arab Republic","Grenada",2017,5
"Syrian Arab Republic","Grenada",2018,6
"Syrian Arab Republic","Grenada",2019,..
"Syrian Arab Republic","Grenada",2020,..
"Syrian Arab Republic","Grenada",2021,..
"Syrian Arab Republic","Guadeloupe",2017,..
"Syrian Arab Republic","Guadeloupe",2018,..
"Syrian Arab Republic","Guadeloupe",2019,..
"Syrian Arab Republic","Guadeloupe",2020,..
"Syrian Arab Republic","Guadeloupe",2021,..
"Syrian Arab Republic","Guam",2017,..
"Syrian Arab Republic","Guam",2018,..
"Syrian Arab Republic","Guam",2019,..
"Syrian Arab Republic","Guam",2020,..
"Syrian Arab Republic","Guam",2021,..
"Syrian Arab Republic","Guatemala",2017,..
"Syrian Arab Republic","Guatemala",2018,..
"Syrian Arab Republic","Guatemala",2019,..
"Syrian Arab Republic","Guatemala",2020,..
"Syrian Arab Republic","Guatemala",2021,..
"Syrian Arab Republic","Guernsey",2017,..
"Syrian Arab Republic","Guernsey",2018,..
"Syrian Arab Republic","Guernsey",2019,..
"Syrian Arab Republic","Guernsey",2020,..
"Syrian Arab Republic","Guernsey",2021,..
"Syrian Arab Republic","Guinea",2017,..
"Syrian Arab Republic","Guinea",2018,..
"Syrian Arab Republic","Guinea",2019,..
"Syrian Arab Republic","Guinea",2020,..
"Syrian Arab Republic","Guinea",2021,..
"Syrian Arab Republic","Guinea-Bissau",2017,..
"Syrian Arab Republic","Guinea-Bissau",2018,..
"Syrian Arab Republic","Guinea-Bissau",2019,..
"Syrian Arab Republic","Guinea-Bissau",2020,..
"Syrian Arab Republic","Guinea-Bissau",2021,..
"Syrian Arab Republic","Guyana",2017,..
"Syrian Arab Republic","Guyana",2018,..
"Syrian Arab Republic","Guyana",2019,..
"Syrian Arab Republic","Guyana",2020,..
"Syrian Arab Republic","Guyana",2021,..
"Syrian Arab Republic","Haiti",2017,..
"Syrian Arab Republic","Haiti",2018,..
"Syrian Arab Republic","Haiti",2019,..
"Syrian Arab Republic","Haiti",2020,..
"Syrian Arab Republic","Haiti",2021,..
"Syrian Arab Republic","Holy See",2017,..
"Syrian Arab Republic","Holy See",2018,..
"Syrian Arab Republic","Holy See",2019,..
"Syrian Arab Republic","Holy See",2020,..
"Syrian Arab Republic","Holy See",2021,..
"Syrian Arab Republic","Honduras",2017,..
"Syrian Arab Republic","Honduras",2018,..
"Syrian Arab Republic","Honduras",2019,..
"Syrian Arab Republic","Honduras",2020,..
"Syrian Arab Republic","Honduras",2021,..
"Syrian Arab Republic","Hungary",2017,169
"Syrian Arab Republic","Hungary",2018,431
"Syrian Arab Republic","Hungary",2019,619
"Syrian Arab Republic","Hungary",2020,745
"Syrian Arab Republic","Hungary",2021,839
"Syrian Arab Republic","Iceland",2017,1
"Syrian Arab Republic","Iceland",2018,2
"Syrian Arab Republic","Iceland",2019,2
"Syrian Arab Republic","Iceland",2020,5
"Syrian Arab Republic","Iceland",2021,3
"Syrian Arab Republic","India",2017,94
"Syrian Arab Republic","India",2018,242
"Syrian Arab Republic","India",2019,453
"Syrian Arab Republic","India",2020,580
"Syrian Arab Republic","India",2021,637
"Syrian Arab Republic","Indonesia",2017,3
"Syrian Arab Republic","Indonesia",2018,3
"Syrian Arab Republic","Indonesia",2019,..
"Syrian Arab Republic","Indonesia",2020,..
"Syrian Arab Republic","Indonesia",2021,..
"Syrian Arab Republic","Iran (Islamic Republic of)",2017,684
"Syrian Arab Republic","Iran (Islamic Republic of)",2018,819
"Syrian Arab Republic","Iran (Islamic Republic of)",2019,803
"Syrian Arab Republic","Iran (Islamic Republic of)",2020,723
"Syrian Arab Republic","Iran (Islamic Republic of)",2021,..
"Syrian Arab Republic","Iraq",2017,..
"Syrian Arab Republic","Iraq",2018,..
"Syrian Arab Republic","Iraq",2019,..
"Syrian Arab Republic","Iraq",2020,..
"Syrian Arab Republic","Iraq",2021,..
"Syrian Arab Republic","Ireland",2017,6
"Syrian Arab Republic","Ireland",2018,16
"Syrian Arab Republic","Ireland",2019,11
"Syrian Arab Republic","Ireland",2020,10
"Syrian Arab Republic","Ireland",2021,12
"Syrian Arab Republic","Isle of Man",2017,..
"Syrian Arab Republic","Isle of Man",2018,..
"Syrian Arab Republic","Isle of Man",2019,..
"Syrian Arab Republic","Isle of Man",2020,..
"Syrian Arab Republic","Isle of Man",2021,..
"Syrian Arab Republic","Israel",2017,..
"Syrian Arab Republic","Israel",2018,..
"Syrian Arab Republic","Israel",2019,..
"Syrian Arab Republic","Israel",2020,..
"Syrian Arab Republic","Israel",2021,..
"Syrian Arab Republic","Italy",2017,197
"Syrian Arab Republic","Italy",2018,263
"Syrian Arab Republic","Italy",2019,70
"Syrian Arab Republic","Italy",2020,73
"Syrian Arab Republic","Italy",2021,279
"Syrian Arab Republic","Jamaica",2017,..
"Syrian Arab Republic","Jamaica",2018,..
"Syrian Arab Republic","Jamaica",2019,..
"Syrian Arab Republic","Jamaica",2020,..
"Syrian Arab Republic","Jamaica",2021,..
"Syrian Arab Republic","Japan",2017,51
"Syrian Arab Republic","Japan",2018,54
"Syrian Arab Republic","Japan",2019,77
"Syrian Arab Republic","Japan",2020,102
"Syrian Arab Republic","Japan",2021,106
"Syrian Arab Republic","Jersey",2017,..
"Syrian Arab Republic","Jersey",2018,..
"Syrian Arab Republic","Jersey",2019,..
"Syrian Arab Republic","Jersey",2020,..
"Syrian Arab Republic","Jersey",2021,..
"Syrian Arab Republic","Jordan",2017,6617
"Syrian Arab Republic","Jordan",2018,7647
"Syrian Arab Republic","Jordan",2019,6704
"Syrian Arab Republic","Jordan",2020,6592
"Syrian Arab Republic","Jordan",2021,7229
"Syrian Arab Republic","Kazakhstan",2017,12
"Syrian Arab Republic","Kazakhstan",2018,4
"Syrian Arab Republic","Kazakhstan",2019,3
"Syrian Arab Republic","Kazakhstan",2020,2
"Syrian Arab Republic","Kazakhstan",2021,..
"Syrian Arab Republic","Kenya",2017,..
"Syrian Arab Republic","Kenya",2018,..
"Syrian Arab Republic","Kenya",2019,..
"Syrian Arab Republic","Kenya",2020,..
"Syrian Arab Republic","Kenya",2021,..
"Syrian Arab Republic","Kiribati",2017,..
"Syrian Arab Republic","Kiribati",2018,..
"Syrian Arab Republic","Kiribati",2019,..
"Syrian Arab Republic","Kiribati",2020,..
"Syrian Arab Republic","Kiribati",2021,..
"Syrian Arab Republic","Kuwait",2017,..
"Syrian Arab Republic","Kuwait",2018,..
"Syrian Arab Republic","Kuwait",2019,..
"Syrian Arab Republic","Kuwait",2020,..
"Syrian Arab Republic","Kuwait",2021,..
"Syrian Arab Republic","Kyrgyzstan",2017,14
"Syrian Arab Republic","Kyrgyzstan",2018,16
"Syrian Arab Republic","Kyrgyzstan",2019,20
"Syrian Arab Republic","Kyrgyzstan",2020,24
"Syrian Arab Republic","Kyrgyzstan",2021,21
"Syrian Arab Republic","Lao People's Democratic Republic",2017,..
"Syrian Arab Republic","Lao People's Democratic Republic",2018,..
"Syrian Arab Republic","Lao People's Democratic Republic",2019,..
"Syrian Arab Republic","Lao People's Democratic Republic",2020,..
"Syrian Arab Republic","Lao People's Democratic Republic",2021,..
"Syrian Arab Republic","Latvia",2017,4
"Syrian Arab Republic","Latvia",2018,3
"Syrian Arab Republic","Latvia",2019,4
"Syrian Arab Republic","Latvia",2020,5
"Syrian Arab Republic","Latvia",2021,7
"Syrian Arab Republic","Lebanon",2017,..
"Syrian Arab Republic","Lebanon",2018,..
"Syrian Arab Republic","Lebanon",2019,..
"Syrian Arab Republic","Lebanon",2020,..
"Syrian Arab Republic","Lebanon",2021,..
"Syrian Arab Republic","Lesotho",2017,..
"Syrian Arab Republic","Lesotho",2018,..
"Syrian Arab Republic","Lesotho",2019,..
"Syrian Arab Republic","Lesotho",2020,..
"Syrian Arab Republic","Lesotho",2021,..
"Syrian Arab Republic","Liberia",2017,..
"Syrian Arab Republic","Liberia",2018,..
"Syrian Arab Republic","Liberia",2019,..
"Syrian Arab Republic","Liberia",2020,..
"Syrian Arab Republic","Liberia",2021,..
"Syrian Arab Republic","Libya",2017,..
"Syrian Arab Republic","Libya",2018,..
"Syrian Arab Republic","Libya",2019,..
"Syrian Arab Republic","Libya",2020,..
"Syrian Arab Republic","Libya",2021,..
"Syrian Arab Republic","Liechtenstein",2017,..
"Syrian Arab Republic","Liechtenstein",2018,..
"Syrian Arab Republic","Liechtenstein",2019,..
"Syrian Arab Republic","Liechtenstein",2020,..
"Syrian Arab Republic","Liechtenstein",2021,..
"Syrian Arab Republic","Lithuania",2017,11
"Syrian Arab Republic","Lithuania",2018,14
"Syrian Arab Republic","Lithuania",2019,16
"Syrian Arab Republic","Lithuania",2020,16
"Syrian Arab Republic","Lithuania",2021,15
"Syrian Arab Republic","Luxembourg",2017,6
"Syrian Arab Republic","Luxembourg",2018,23
"Syrian Arab Republic","Luxembourg",2019,26
"Syrian Arab Republic","Luxembourg",2020,28
"Syrian Arab Republic","Luxembourg",2021,26
"Syrian Arab Republic","Madagascar",2017,..
"Syrian Arab Republic","Madagascar",2018,..
"Syrian Arab Republic","Madagascar",2019,..
"Syrian Arab Republic","Madagascar",2020,..
"Syrian Arab Republic","Madagascar",2021,..
"Syrian Arab Republic","Malawi",2017,..
"Syrian Arab Republic","Malawi",2018,..
"Syrian Arab Republic","Malawi",2019,..
"Syrian Arab Republic","Malawi",2020,..
"Syrian Arab Republic","Malawi",2021,..
"Syrian Arab Republic","Malaysia",2017,1546
"Syrian Arab Republic","Malaysia",2018,..
"Syrian Arab Republic","Malaysia",2019,349
"Syrian Arab Republic","Malaysia",2020,319
"Syrian Arab Republic","Malaysia",2021,1258
"Syrian Arab Republic","Maldives",2017,..
"Syrian Arab Republic","Maldives",2018,..
"Syrian Arab Republic","Maldives",2019,..
"Syrian Arab Republic","Maldives",2020,..
"Syrian Arab Republic","Maldives",2021,..
"Syrian Arab Republic","Mali",2017,..
"Syrian Arab Republic","Mali",2018,..
"Syrian Arab Republic","Mali",2019,..
"Syrian Arab Republic","Mali",2020,..
"Syrian Arab Republic","Mali",2021,..
"Syrian Arab Republic","Malta",2017,..
"Syrian Arab Republic","Malta",2018,3
"Syrian Arab Republic","Malta",2019,3
"Syrian Arab Republic","Malta",2020,3
"Syrian Arab Republic","Malta",2021,5
"Syrian Arab Republic","Marshall Islands",2017,..
"Syrian Arab Republic","Marshall Islands",2018,..
"Syrian Arab Republic","Marshall Islands",2019,..
"Syrian Arab Republic","Marshall Islands",2020,..
"Syrian Arab Republic","Marshall Islands",2021,..
"Syrian Arab Republic","Martinique",2017,..
"Syrian Arab Republic","Martinique",2018,..
"Syrian Arab Republic","Martinique",2019,..
"Syrian Arab Republic","Martinique",2020,..
"Syrian Arab Republic","Martinique",2021,..
"Syrian Arab Republic","Mauritania",2017,4
"Syrian Arab Republic","Mauritania",2018,..
"Syrian Arab Republic","Mauritania",2019,13
"Syrian Arab Republic","Mauritania",2020,13
"Syrian Arab Republic","Mauritania",2021,..
"Syrian Arab Republic","Mauritius",2017,1
"Syrian Arab Republic","Mauritius",2018,..
"Syrian Arab Republic","Mauritius",2019,..
"Syrian Arab Republic","Mauritius",2020,..
"Syrian Arab Republic","Mauritius",2021,..
"Syrian Arab Republic","Mayotte",2017,..
"Syrian Arab Republic","Mayotte",2018,..
"Syrian Arab Republic","Mayotte",2019,..
"Syrian Arab Republic","Mayotte",2020,..
"Syrian Arab Republic","Mayotte",2021,..
"Syrian Arab Republic","Mexico",2017,..
"Syrian Arab Republic","Mexico",2018,..
"Syrian Arab Republic","Mexico",2019,..
"Syrian Arab Republic","Mexico",2020,..
"Syrian Arab Republic","Mexico",2021,..
"Syrian Arab Republic","Micronesia (Federated States of)",2017,..
"Syrian Arab Republic","Micronesia (Federated States of)",2018,..
"Syrian Arab Republic","Micronesia (Federated States of)",2019,..
"Syrian Arab Republic","Micronesia (Federated States of)",2020,..
"Syrian Arab Republic","Micronesia (Federated States of)",2021,..
"Syrian Arab Republic","Monaco",2017,..
"Syrian Arab Republic","Monaco",2018,..
"Syrian Arab Republic","Monaco",2019,..
"Syrian Arab Republic","Monaco",2020,..
"Syrian Arab Republic","Monaco",2021,..
"Syrian Arab Republic","Mongolia",2017,..
"Syrian Arab Republic","Mongolia",2018,..
"Syrian Arab Republic","Mongolia",2019,..
"Syrian Arab Republic","Mongolia",2020,..
"Syrian Arab Republic","Mongolia",2021,..
"Syrian Arab Republic","Montenegro",2017,..
"Syrian Arab Republic","Montenegro",2018,..
"Syrian Arab Republic","Montenegro",2019,..
"Syrian Arab Republic","Montenegro",2020,..
"Syrian Arab Republic","Montenegro",2021,..
"Syrian Arab Republic","Montserrat",2017,..
"Syrian Arab Republic","Montserrat",2018,..
"Syrian Arab Republic","Montserrat",2019,..
"Syrian Arab Republic","Montserrat",2020,..
"Syrian Arab Republic","Montserrat",2021,..
"Syrian Arab Republic","Morocco",2017,76
"Syrian Arab Republic","Morocco",2018,71
"Syrian Arab Republic","Morocco",2019,67
"Syrian Arab Republic","Morocco",2020,65
"Syrian Arab Republic","Morocco",2021,67
"Syrian Arab Republic","Mozambique",2017,..
"Syrian Arab Republic","Mozambique",2018,..
"Syrian Arab Republic","Mozambique",2019,..
"Syrian Arab Republic","Mozambique",2020,..
"Syrian Arab Republic","Mozambique",2021,..
"Syrian Arab Republic","Myanmar",2017,..
"Syrian Arab Republic","Myanmar",2018,..
"Syrian Arab Republic","Myanmar",2019,..
"Syrian Arab Republic","Myanmar",2020,..
"Syrian Arab Republic","Myanmar",2021,..
"Syrian Arab Republic","Namibia",2017,..
"Syrian Arab Republic","Namibia",2018,..
"Syrian Arab Republic","Namibia",2019,..
"Syrian Arab Republic","Namibia",2020,..
"Syrian Arab Republic","Namibia",2021,..
"Syrian Arab Republic","Nauru",2017,..
"Syrian Arab Republic","Nauru",2018,..
"Syrian Arab Republic","Nauru",2019,..
"Syrian Arab Republic","Nauru",2020,..
"Syrian Arab Republic","Nauru",2021,..
"Syrian Arab Republic","Nepal",2017,..
"Syrian Arab Republic","Nepal",2018,..
"Syrian Arab Republic","Nepal",2019,..
"Syrian Arab Republic","Nepal",2020,..
"Syrian Arab Republic","Nepal",2021,..
"Syrian Arab Republic","Netherlands",2017,170
"Syrian Arab Republic","Netherlands",2018,471
"Syrian Arab Republic","Netherlands",2019,930
"Syrian Arab Republic","Netherlands",2020,..
"Syrian Arab Republic","Netherlands",2021,..
"Syrian Arab Republic","New Caledonia",2017,..
"Syrian Arab Republic","New Caledonia",2018,..
"Syrian Arab Republic","New Caledonia",2019,..
"Syrian Arab Republic","New Caledonia",2020,..
"Syrian Arab Republic","New Caledonia",2021,..
"Syrian Arab Republic","New Zealand",2017,4
"Syrian Arab Republic","New Zealand",2018,4
"Syrian Arab Republic","New Zealand",2019,5
"Syrian Arab Republic","New Zealand",2020,5
"Syrian Arab Republic","New Zealand",2021,3
"Syrian Arab Republic","Nicaragua",2017,..
"Syrian Arab Republic","Nicaragua",2018,..
"Syrian Arab Republic","Nicaragua",2019,..
"Syrian Arab Republic","Nicaragua",2020,..
"Syrian Arab Republic","Nicaragua",2021,..
"Syrian Arab Republic","Niger",2017,..
"Syrian Arab Republic","Niger",2018,..
"Syrian Arab Republic","Niger",2019,..
"Syrian Arab Republic","Niger",2020,..
"Syrian Arab Republic","Niger",2021,..
"Syrian Arab Republic","Nigeria",2017,..
"Syrian Arab Republic","Nigeria",2018,..
"Syrian Arab Republic","Nigeria",2019,..
"Syrian Arab Republic","Nigeria",2020,..
"Syrian Arab Republic","Nigeria",2021,..
"Syrian Arab Republic","Niue",2017,..
"Syrian Arab Republic","Niue",2018,..
"Syrian Arab Republic","Niue",2019,..
"Syrian Arab Republic","Niue",2020,..
"Syrian Arab Republic","Niue",2021,..
"Syrian Arab Republic","Norfolk Island",2017,..
"Syrian Arab Republic","Norfolk Island",2018,..
"Syrian Arab Republic","Norfolk Island",2019,..
"Syrian Arab Republic","Norfolk Island",2020,..
"Syrian Arab Republic","Norfolk Island",2021,..
"Syrian Arab Republic","North Macedonia",2017,..
"Syrian Arab Republic","North Macedonia",2018,..
"Syrian Arab Republic","North Macedonia",2019,1
"Syrian Arab Republic","North Macedonia",2020,6
"Syrian Arab Republic","North Macedonia",2021,..
"Syrian Arab Republic","Northern Mariana Islands",2017,..
"Syrian Arab Republic","Northern Mariana Islands",2018,..
"Syrian Arab Republic","Northern Mariana Islands",2019,..
"Syrian Arab Republic","Northern Mariana Islands",2020,..
"Syrian Arab Republic","Northern Mariana Islands",2021,..
"Syrian Arab Republic","Norway",2017,55
"Syrian Arab Republic","Norway",2018,136
"Syrian Arab Republic","Norway",2019,293
"Syrian Arab Republic","Norway",2020,456
"Syrian Arab Republic","Norway",2021,523
"Syrian Arab Republic","Oman",2017,141
"Syrian Arab Republic","Oman",2018,145
"Syrian Arab Republic","Oman",2019,169
"Syrian Arab Republic","Oman",2020,174
"Syrian Arab Republic","Oman",2021,152
"Syrian Arab Republic","Pakistan",2017,..
"Syrian Arab Republic","Pakistan",2018,..
"Syrian Arab Republic","Pakistan",2019,..
"Syrian Arab Republic","Pakistan",2020,..
"Syrian Arab Republic","Pakistan",2021,..
"Syrian Arab Republic","Palau",2017,..
"Syrian Arab Republic","Palau",2018,..
"Syrian Arab Republic","Palau",2019,..
"Syrian Arab Republic","Palau",2020,..
"Syrian Arab Republic","Palau",2021,..
"Syrian Arab Republic","Palestine",2017,..
"Syrian Arab Republic","Palestine",2018,..
"Syrian Arab Republic","Palestine",2019,..
"Syrian Arab Republic","Palestine",2020,..
"Syrian Arab Republic","Palestine",2021,..
"Syrian Arab Republic","Panama",2017,..
"Syrian Arab Republic","Panama",2018,..
"Syrian Arab Republic","Panama",2019,..
"Syrian Arab Republic","Panama",2020,..
"Syrian Arab Republic","Panama",2021,..
"Syrian Arab Republic","Papua New Guinea",2017,..
"Syrian Arab Republic","Papua New Guinea",2018,..
"Syrian Arab Republic","Papua New Guinea",2019,..
"Syrian Arab Republic","Papua New Guinea",2020,..
"Syrian Arab Republic","Papua New Guinea",2021,..
"Syrian Arab Republic","Paraguay",2017,..
"Syrian Arab Republic","Paraguay",2018,..
"Syrian Arab Republic","Paraguay",2019,..
"Syrian Arab Republic","Paraguay",2020,..
"Syrian Arab Republic","Paraguay",2021,..
"Syrian Arab Republic","Peru",2017,..
"Syrian Arab Republic","Peru",2018,..
"Syrian Arab Republic","Peru",2019,..
"Syrian Arab Republic","Peru",2020,..
"Syrian Arab Republic","Peru",2021,..
"Syrian Arab Republic","Philippines",2017,..
"Syrian Arab Republic","Philippines",2018,..
"Syrian Arab Republic","Philippines",2019,..
"Syrian Arab Republic","Philippines",2020,..
"Syrian Arab Republic","Philippines",2021,..
"Syrian Arab Republic","Pitcairn",2017,..
"Syrian Arab Republic","Pitcairn",2018,..
"Syrian Arab Republic","Pitcairn",2019,..
"Syrian Arab Republic","Pitcairn",2020,..
"Syrian Arab Republic","Pitcairn",2021,..
"Syrian Arab Republic","Poland",2017,78
"Syrian Arab Republic","Poland",2018,107
"Syrian Arab Republic","Poland",2019,134
"Syrian Arab Republic","Poland",2020,144
"Syrian Arab Republic","Poland",2021,189
"Syrian Arab Republic","Portugal",2017,61
"Syrian Arab Republic","Portugal",2018,70
"Syrian Arab Republic","Portugal",2019,115
"Syrian Arab Republic","Portugal",2020,100
"Syrian Arab Republic","Portugal",2021,90
"Syrian Arab Republic","Puerto Rico",2017,..
"Syrian Arab Republic","Puerto Rico",2018,..
"Syrian Arab Republic","Puerto Rico",2019,..
"Syrian Arab Republic","Puerto Rico",2020,..
"Syrian Arab Republic","Puerto Rico",2021,..
"Syrian Arab Republic","Qatar",2017,627
"Syrian Arab Republic","Qatar",2018,672
"Syrian Arab Republic","Qatar",2019,747
"Syrian Arab Republic","Qatar",2020,827
"Syrian Arab Republic","Qatar",2021,916
"Syrian Arab Republic","South Korea",2017,10
"Syrian Arab Republic","South Korea",2018,9
"Syrian Arab Republic","South Korea",2019,11
"Syrian Arab Republic","South Korea",2020,8
"Syrian Arab Republic","South Korea",2021,10
"Syrian Arab Republic","Republic of Moldova",2017,15
"Syrian Arab Republic","Republic of Moldova",2018,19
"Syrian Arab Republic","Republic of Moldova",2019,17
"Syrian Arab Republic","Republic of Moldova",2020,11
"Syrian Arab Republic","Republic of Moldova",2021,..
"Syrian Arab Republic","Réunion",2017,..
"Syrian Arab Republic","Réunion",2018,..
"Syrian Arab Republic","Réunion",2019,..
"Syrian Arab Republic","Réunion",2020,..
"Syrian Arab Republic","Réunion",2021,..
"Syrian Arab Republic","Romania",2017,535
"Syrian Arab Republic","Romania",2018,557
"Syrian Arab Republic","Romania",2019,527
"Syrian Arab Republic","Romania",2020,555
"Syrian Arab Republic","Romania",2021,645
"Syrian Arab Republic","Russia",2017,601
"Syrian Arab Republic","Russia",2018,750
"Syrian Arab Republic","Russia",2019,843
"Syrian Arab Republic","Russia",2020,3081
"Syrian Arab Republic","Russia",2021,3066
"Syrian Arab Republic","Rwanda",2017,..
"Syrian Arab Republic","Rwanda",2018,..
"Syrian Arab Republic","Rwanda",2019,..
"Syrian Arab Republic","Rwanda",2020,..
"Syrian Arab Republic","Rwanda",2021,..
"Syrian Arab Republic","Saint Helena",2017,..
"Syrian Arab Republic","Saint Helena",2018,..
"Syrian Arab Republic","Saint Helena",2019,..
"Syrian Arab Republic","Saint Helena",2020,..
"Syrian Arab Republic","Saint Helena",2021,..
"Syrian Arab Republic","Saint Kitts and Nevis",2017,..
"Syrian Arab Republic","Saint Kitts and Nevis",2018,..
"Syrian Arab Republic","Saint Kitts and Nevis",2019,..
"Syrian Arab Republic","Saint Kitts and Nevis",2020,..
"Syrian Arab Republic","Saint Kitts and Nevis",2021,..
"Syrian Arab Republic","Saint Lucia",2017,..
"Syrian Arab Republic","Saint Lucia",2018,..
"Syrian Arab Republic","Saint Lucia",2019,..
"Syrian Arab Republic","Saint Lucia",2020,..
"Syrian Arab Republic","Saint Lucia",2021,..
"Syrian Arab Republic","Saint Pierre and Miquelon",2017,..
"Syrian Arab Republic","Saint Pierre and Miquelon",2018,..
"Syrian Arab Republic","Saint Pierre and Miquelon",2019,..
"Syrian Arab Republic","Saint Pierre and Miquelon",2020,..
"Syrian Arab Republic","Saint Pierre and Miquelon",2021,..
